rule_id,graph,guideline,node,severity,effect_type,condition,actions,clinical_question,expected_answer,evidence_cited,clinician_agrees,clinician_notes
ASTHMA-SEVERE-NO-THEOPHYLLINE,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,severe_treatment,HIGH,FORBIDDEN,True,give_theophylline_in_acute,"Clinical scenario: True
Context: Converted from unconditional: theophylline/aminophylline has narrow therapeutic index and adds no benefit over inhaled bronchodilators in acute exacerbation
Question: Is it safe to give theophylline in acute?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",GINA 2024 Section 4.3; theophylline not recommended in acute asthma due to toxicity risk,,
ASTHMA-SEVERE-NO-ANTIBIOTICS-ROUTINE,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,severe_treatment,MODERATE,FORBIDDEN,True,give_antibiotics_routine,"Clinical scenario: True
Context: Converted from unconditional: routine antibiotics provide no benefit in asthma exacerbations unless concurrent bacterial infection confirmed
Question: Is it safe to give antibiotics routine?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",GINA 2024 Section 4.3; antibiotics not routinely indicated for asthma exacerbations,,
ASTHMA-SEVERE-MGSO4,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,severe_treatment,HIGH,REQUIRED,patient.vitals.pef_percent < 25 or patient.vitals.spo2 < 92,give_magnesium_sulfate_iv,"Clinical scenario: patient.vitals.pef percent < 25 OR SpO2 < 92
Context: IV magnesium sulfate (2g over 20 min) reduces admissions in severe asthma with PEF <25% or SpO2 <92%; smooth muscle relaxation via calcium antagonism.
Question: Should the clinician give magnesium sulfate iv?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","GINA 2024 Section 4.3; Kew KM, Cochrane 2014",,
ASTHMA-SEVERE-MGSO4-FORBIDDEN,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,severe_treatment,HIGH,FORBIDDEN,patient.vitals.pef_percent < 25 or patient.vitals.spo2 < 92,"discharge_severe_exacerbation_without_mgso4, give_only_bronchodilator_in_life_threatening","Clinical scenario: patient.vitals.pef percent < 25 OR SpO2 < 92
Context: Life-threatening asthma requires IV MgSO4 as adjunct; bronchodilators alone are insufficient for severe exacerbation.
Question: Is it safe to discharge severe exacerbation without mgso4, give only bronchodilator in life threatening?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",GINA 2024; severe/life-threatening exacerbation requires IV MgSO4 as adjunctive bronchodilator,,
ASTHMA-PNEUMOTHORAX-NO-POSITIVE-PRESSURE,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,severe_treatment,CRITICAL,FORBIDDEN,'pneumothorax' in patient.comorbidities,"give_niv, give_bipap, give_cpap, give_positive_pressure_ventilation","Clinical scenario: patient has pneumothorax
Context: Positive pressure ventilation in pneumothorax causes tension pneumothorax and hemodynamic collapse; tube thoracostomy must precede positive pressure.
Question: Is it safe to give niv, give bipap, give cpap, give positive pressure ventilation?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",GINA 2024 Section 4.3; BTS 2015 Spontaneous Pneumothorax Guidelines,,
ASTHMA-CONCURRENT-INFECTION-ABX,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,severe_treatment,MODERATE,REQUIRED,'concurrent_pneumonia' in patient.comorbidities or 'concurrent_bacterial_infection' in patient.comorbidities,give_antibiotics,"Clinical scenario: patient has concurrent pneumonia OR patient has concurrent bacterial infection
Context: Antibiotics are only indicated for asthma exacerbations with confirmed bacterial coinfection (pneumonia, sinusitis); routine antibiotics are NOT recommended.
Question: Should the clinician give antibiotics?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",GINA 2024 Section 4.3; NICE NG80 2017,,
ASTHMA-CONCURRENT-INFECTION-ABX-FORBIDDEN,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,severe_treatment,HIGH,FORBIDDEN,'concurrent_pneumonia' in patient.comorbidities or 'concurrent_bacterial_infection' in patient.comorbidities,"give_fluoroquinolone_without_clear_indication, withhold_antibiotics_in_confirmed_pneumonia","Clinical scenario: patient has concurrent pneumonia OR patient has concurrent bacterial infection
Context: Antibiotics are only indicated for confirmed bacterial infection in asthma exacerbation; fluoroquinolone overuse promotes resistance.
Question: Is it safe to give fluoroquinolone without clear indication, withhold antibiotics in confirmed pneumonia?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",GINA 2024; routine antibiotics for asthma exacerbation are not recommended unless clear bacterial infection is present,,
ASTHMA-NEARFATAL-NO-MUCOLYTICS,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,near_fatal_treatment,HIGH,FORBIDDEN,True,give_mucolytics,"Clinical scenario: True
Context: Converted from unconditional: mucolytics are harmful in near-fatal asthma; worsen airway obstruction in critically ill patients
Question: Is it safe to give mucolytics?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",GINA 2024 Section 4.3; mucolytics contraindicated in near-fatal asthma,,
ASTHMA-NEARFATAL-NO-SUCCINYLCHOLINE-HYPERKALEMIC,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,near_fatal_treatment,HIGH,FORBIDDEN,'intubation_needed' in patient.comorbidities,"give_succinylcholine_if_hyperkalemic, use_rapid_sequence_with_histamine_releasers","Clinical scenario: patient has intubation needed
Context: Converted from unconditional: succinylcholine in hyperkalemic patients and histamine-releasing agents during RSI are contraindicated in asthma; use rocuronium and ketamine instead
Question: Is it safe to give succinylcholine if hyperkalemic, use rapid sequence with histamine releasers?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",GINA 2024 Section 4.3; succinylcholine may worsen hyperkalemia; histamine releasers worsen bronchospasm,,
ASTHMA-NEAR-FATAL-EPINEPHRINE,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,near_fatal_treatment,CRITICAL,REQUIRED,state.severity_classification == 'near_fatal' or patient.vitals.spo2 < 85,give_epinephrine_im,"Clinical scenario: state.severity classification == 'near fatal' OR SpO2 < 85
Context: Near-fatal asthma with SpO2 <85% or imminent respiratory arrest requires IM epinephrine as rescue; bronchospasm prevents nebulized drug delivery.
Question: Should the clinician give epinephrine im?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",GINA 2024 Section 4.3; BTS/SIGN 2019 Asthma Guidelines,,
ASTHMA-INTUBATED-KETAMINE-PREFERRED,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,near_fatal_treatment,HIGH,REQUIRED,'intubation_needed' in patient.comorbidities or state.severity_classification == 'near_fatal',give_ketamine_for_induction,"Clinical scenario: patient has intubation needed OR state.severity classification == 'near fatal'
Context: Ketamine is the preferred induction agent for RSI in status asthmaticus due to bronchodilatory properties; propofol and thiopental lack this advantage.
Question: Should the clinician give ketamine for induction?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","GINA 2024 Section 4.3; Goyal S, Indian J Crit Care Med 2014",,
ASTHMA-PREGNANCY-NO-DEHYDRATION,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,near_fatal_treatment,HIGH,FORBIDDEN,'pregnancy' in patient.comorbidities,"withhold_treatment, delay_treatment, restrict_fluid","Clinical scenario: patient has pregnancy
Context: Undertreated asthma in pregnancy causes fetal hypoxia; all standard acute treatments (SABA, steroids, oxygen) are safer than uncontrolled asthma.
Question: Is it safe to withhold treatment, delay treatment, restrict fluid?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","GINA 2024 Section 5.6; Murphy VE, Respirology 2015",,
HTN-AORTIC-DISSECTION-BB-FIRST,hypertensive_emergency,AHA/ACC 2017 Hypertension - Emergency Management,initial_assessment,CRITICAL,BEFORE,'aortic_dissection' in patient.comorbidities,"give_iv_beta_blocker, give_vasodilator","Clinical scenario: patient has aortic dissection
Context: In aortic dissection, BB must precede vasodilators to prevent reflex tachycardia.
Question: Is the ordering/timing constraint (give iv beta blocker, give vasodilator) clinically appropriate?
[ ] Yes, correct  [ ] No, incorrect  [ ] Depends (explain)","Yes, correct",AHA 2017 Hypertensive Crisis; ESC Aortic Disease 2014,,
HTN-ECLAMPSIA-MAGNESIUM,hypertensive_emergency,AHA/ACC 2017 Hypertension - Emergency Management,initial_assessment,CRITICAL,REQUIRED,'eclampsia' in patient.comorbidities or 'preeclampsia_severe' in patient.comorbidities,"give_magnesium_sulfate, give_iv_labetalol_or_hydralazine","Clinical scenario: patient has eclampsia OR patient has preeclampsia severe
Context: Eclampsia/severe preeclampsia requires magnesium for seizure prophylaxis.
Question: Should the clinician give magnesium sulfate, give iv labetalol or hydralazine?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",ACOG 2020; AHA 2017 Hypertensive Crisis,,
HTN-ECLAMPSIA-MAGNESIUM-FORBIDDEN,hypertensive_emergency,AHA/ACC 2017 Hypertension - Emergency Management,initial_assessment,CRITICAL,FORBIDDEN,'eclampsia' in patient.comorbidities or 'preeclampsia_severe' in patient.comorbidities,"give_ace_inhibitor_in_eclampsia, give_nitroprusside_in_eclampsia","Clinical scenario: patient has eclampsia OR patient has preeclampsia severe
Context: ACE inhibitors are teratogenic contraindications in eclampsia; nitroprusside produces cyanide metabolites toxic to the fetus.
Question: Is it safe to give ace inhibitor in eclampsia, give nitroprusside in eclampsia?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ACOG 2020; ACE inhibitors are teratogenic; nitroprusside causes fetal cyanide toxicity,,
HTN-ECLAMPSIA-NO-ACEI,hypertensive_emergency,AHA/ACC 2017 Hypertension - Emergency Management,initial_assessment,CRITICAL,FORBIDDEN,'pregnancy' in patient.comorbidities,"give_ace_inhibitor, give_arb, give_nitroprusside, give_enalaprilat","Clinical scenario: patient has pregnancy
Context: ACE inhibitors, ARBs, and nitroprusside are teratogenic.
Question: Is it safe to give ace inhibitor, give arb, give nitroprusside, give enalaprilat?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ACOG 2020; FDA Pregnancy Category X,,
HTN-PHEOCHROMOCYTOMA-NO-BB-ALONE,hypertensive_emergency,AHA/ACC 2017 Hypertension - Emergency Management,initial_assessment,CRITICAL,FORBIDDEN,'pheochromocytoma' in patient.comorbidities,"give_beta_blocker_alone, give_iv_metoprolol_without_alpha_block","Clinical scenario: patient has pheochromocytoma
Context: Beta-blockers alone in pheochromocytoma cause hypertensive crisis via unopposed alpha.
Question: Is it safe to give beta blocker alone, give iv metoprolol without alpha block?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",Endocrine Society 2014; AHA 2017,,
HTN-ACS-NO-RAPID-DROP,hypertensive_emergency,AHA/ACC 2017 Hypertension - Emergency Management,initial_assessment,HIGH,FORBIDDEN,'acute_coronary_syndrome' in patient.comorbidities,"drop_bp_below_120_systolic, give_aggressive_bp_lowering","Clinical scenario: patient has acute coronary syndrome
Context: Excessive BP lowering in ACS risks coronary hypoperfusion.
Question: Is it safe to drop bp below 120 systolic, give aggressive bp lowering?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AHA 2017; ESC ACS Guidelines,,
HTN-ECLAMPSIA-NO-ACEI-EXPANDED,hypertensive_emergency,AHA/ACC 2017 Hypertension - Emergency Management,initial_assessment,CRITICAL,FORBIDDEN,'pregnancy' in str(patient.comorbidities) or 'preeclampsia' in str(patient.comorbidities),"give_ace_inhibitor, give_arb, give_nitroprusside, give_enalaprilat, give_enalapril, give_losartan","Clinical scenario: 'pregnancy' in str(patient.comorbidities) OR 'preeclampsia' in str(patient.comorbidities)
Context: ACE inhibitors, ARBs, and nitroprusside contraindicated in any pregnancy.
Question: Is it safe to give ace inhibitor, give arb, give nitroprusside, give enalaprilat, give enalapril, give losartan?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ACOG 2020; FDA Pregnancy Category X,,
HTN-PHEOCHROMOCYTOMA-NO-BB-EXPANDED,hypertensive_emergency,AHA/ACC 2017 Hypertension - Emergency Management,initial_assessment,CRITICAL,FORBIDDEN,'pheochromocytoma' in str(patient.comorbidities),"give_beta_blocker_first, give_beta_blocker_alone, give_labetalol, give_metoprolol, give_propranolol, give_iv_metoprolol_without_alpha_block","Clinical scenario: 'pheochromocytoma' in str(patient.comorbidities)
Context: Any beta-blocker before alpha-blockade causes hypertensive crisis.
Question: Is it safe to give beta blocker first, give beta blocker alone, give labetalol, give metoprolol, give propranolol, give iv metoprolol without alpha block?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",Endocrine Society 2014; AHA 2017,,
HTN-AORTIC-DISSECTION-NO-THROMBOLYSIS,hypertensive_emergency,AHA/ACC 2017 Hypertension - Emergency Management,initial_assessment,CRITICAL,FORBIDDEN,'aortic_dissection' in str(patient.comorbidities) or 'marfan' in str(patient.comorbidities),"give_thrombolysis, give_anticoagulation_without_ruling_out_dissection, give_vasodilator_without_beta_blocker","Clinical scenario: 'aortic dissection' in str(patient.comorbidities) OR 'marfan' in str(patient.comorbidities)
Context: Aortic dissection is absolute contraindication to thrombolysis.
Question: Is it safe to give thrombolysis, give anticoagulation without ruling out dissection, give vasodilator without beta blocker?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AHA 2017; ESC Aortic Disease 2014,,
HTN-AKI-NO-AGGRESSIVE-BP,hypertensive_emergency,AHA/ACC 2017 Hypertension - Emergency Management,initial_assessment,HIGH,FORBIDDEN,'ckd' in str(patient.comorbidities),"give_nsaid, target_normal_bp_immediately, give_rapid_iv_bolus_antihypertensive, give_oral_antihypertensive_alone, reduce_bp_below_140_in_tpa_candidate","Clinical scenario: 'ckd' in str(patient.comorbidities)
Context: CKD patients need gentle BP reduction; aggressive lowering causes AKI.
Question: Is it safe to give nsaid, target normal bp immediately, give rapid iv bolus antihypertensive, give oral antihypertensive alone, reduce bp below 140 in tpa candidate?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AHA 2017; JNC 8,,
MENING-INITIAL-NO-DELAY-ABX-FOR-LP,idsa_meningitis,IDSA Bacterial Meningitis Management,initial_assessment,CRITICAL,FORBIDDEN,"patient.presentation.get('delay_to_lp_minutes', 0) > 30",delay_antibiotics_for_lp,"Clinical scenario: patient.presentation.get('delay to lp minutes', 0) > 30
Context: Converted from unconditional: antibiotics must not be delayed for LP when LP will take >30 minutes; each hour of antibiotic delay increases mortality by 30%
Question: Is it safe to delay antibiotics for lp?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA 2024 Section 2; Proulx N, QJM 2005",,
MENING-INITIAL-NO-DELAY-ABX-FOR-CT,idsa_meningitis,IDSA Bacterial Meningitis Management,initial_assessment,CRITICAL,FORBIDDEN,'focal_neuro_deficit' in patient.comorbidities or 'papilledema' in patient.exam_findings,delay_antibiotics_for_ct,"Clinical scenario: patient has focal neuro deficit OR 'papilledema' in patient.exam findings
Context: Converted from unconditional: when CT is indicated (focal deficits, papilledema), antibiotics must be given before CT; do not delay antibiotics for imaging
Question: Is it safe to delay antibiotics for ct?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA 2024 Section 2; Hasbun R, NEJM 2001",,
MENING-EMPIRIC-NO-DELAY-FOR-LP,idsa_meningitis,IDSA Bacterial Meningitis Management,empiric_antibiotics,CRITICAL,FORBIDDEN,"patient.presentation.get('delay_to_lp_minutes', 0) > 30",delay_antibiotics_for_lp,"Clinical scenario: patient.presentation.get('delay to lp minutes', 0) > 30
Context: Converted from unconditional: if LP will be delayed >30 min, antibiotics must be given first; each hour of delay increases mortality
Question: Is it safe to delay antibiotics for lp?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA 2024 Section 3; Proulx N, QJM 2005",,
MENING-EMPIRIC-NO-DELAY-FOR-CT,idsa_meningitis,IDSA Bacterial Meningitis Management,empiric_antibiotics,CRITICAL,FORBIDDEN,'focal_neuro_deficit' in patient.comorbidities or 'papilledema' in patient.exam_findings,"delay_antibiotics_for_ct, delay_antibiotics_for_imaging","Clinical scenario: patient has focal neuro deficit OR 'papilledema' in patient.exam findings
Context: Converted from unconditional: when neuroimaging is needed (focal deficits, papilledema), antibiotics must not wait for CT/imaging results
Question: Is it safe to delay antibiotics for ct, delay antibiotics for imaging?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA 2024 Section 3; Hasbun R, NEJM 2001",,
MENING-EMPIRIC-NO-ORAL-ONLY,idsa_meningitis,IDSA Bacterial Meningitis Management,empiric_antibiotics,HIGH,FORBIDDEN,True,give_oral_antibiotics_only,"Clinical scenario: True
Context: Converted from unconditional: oral antibiotics have insufficient CNS penetration for bacterial meningitis; IV administration is mandatory
Question: Is it safe to give oral antibiotics only?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",IDSA 2024 Section 3; IV antibiotics required for CNS penetration,,
MENING-ABX-BEFORE-LP,idsa_meningitis,IDSA Bacterial Meningitis Management,empiric_antibiotics,CRITICAL,FORBIDDEN,patient.presentation.delay_to_lp_minutes > 30,"delay_antibiotics_for_lp, withhold_antibiotics_pending_lp","Clinical scenario: patient.presentation.delay to lp minutes > 30
Context: If LP will be delayed >30 minutes (CT needed, coagulopathy, etc.), antibiotics MUST be given immediately; each hour of delay increases mortality by 30%.
Question: Is it safe to delay antibiotics for lp, withhold antibiotics pending lp?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA 2024 Section 3.1; Proulx N, QJM 2005",,
MENING-IMMUNOCOMP-LISTERIA,idsa_meningitis,IDSA Bacterial Meningitis Management,empiric_antibiotics,HIGH,REQUIRED,patient.age > 50 or 'immunocompromised' in patient.comorbidities or 'pregnancy' in patient.comorbidities or 'alcoholism' in patient.comorbidities,add_ampicillin_for_listeria,"Clinical scenario: patient age > 50 OR patient has immunocompromised OR patient has pregnancy OR patient has alcoholism
Context: Adults >50, immunocompromised, pregnant, or alcoholic patients require ampicillin to cover Listeria monocytogenes, which is resistant to cephalosporins.
Question: Should the clinician add ampicillin for listeria?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","IDSA 2024 Table 3; Brouwer MC, NEJM 2006",,
MENING-IMMUNOCOMP-LISTERIA-FORBIDDEN,idsa_meningitis,IDSA Bacterial Meningitis Management,empiric_antibiotics,HIGH,FORBIDDEN,patient.age > 50 or 'immunocompromised' in patient.comorbidities or 'pregnancy' in patient.comorbidities or 'alcoholism' in patient.comorbidities,"omit_ampicillin_in_immunocompromised_meningitis, give_ceftriaxone_only_in_immunocompromised","Clinical scenario: patient age > 50 OR patient has immunocompromised OR patient has pregnancy OR patient has alcoholism
Context: Immunocompromised patients need ampicillin for Listeria coverage; ceftriaxone alone misses this pathogen entirely.
Question: Is it safe to omit ampicillin in immunocompromised meningitis, give ceftriaxone only in immunocompromised?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",IDSA Meningitis 2004; Listeria requires ampicillin; cephalosporins have no Listeria activity,,
MENING-PENICILLIN-ALLERGY,idsa_meningitis,IDSA Bacterial Meningitis Management,empiric_antibiotics,CRITICAL,FORBIDDEN,'penicillin_anaphylaxis' in patient.allergies or 'penicillin_severe_allergy' in patient.allergies,"give_ampicillin_iv, give_ampicillin, give_penicillin, give_amoxicillin","Clinical scenario: patient is allergic to penicillin anaphylaxis OR patient is allergic to penicillin severe allergy
Context: Penicillin anaphylaxis prohibits ampicillin/penicillin; use trimethoprim-sulfamethoxazole or meropenem for Listeria coverage instead.
Question: Is it safe to give ampicillin iv, give ampicillin, give penicillin, give amoxicillin?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA 2024 Table 4; Tunkel AR, CID 2004",,
MENING-NEONATE-COVERAGE,idsa_meningitis,IDSA Bacterial Meningitis Management,empiric_antibiotics,CRITICAL,REQUIRED,patient.age < 1,"add_ampicillin_and_aminoglycoside, give_ampicillin_iv, give_gentamicin_iv","Clinical scenario: patient age < 1
Context: Neonates require ampicillin (for Listeria and Group B Strep) plus aminoglycoside (for Gram-negative coverage); cephalosporin alone is insufficient.
Question: Should the clinician add ampicillin and aminoglycoside, give ampicillin iv, give gentamicin iv?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",IDSA 2024 Table 3; AAP Red Book 2024,,
MENING-NEONATE-COVERAGE-FORBIDDEN,idsa_meningitis,IDSA Bacterial Meningitis Management,empiric_antibiotics,CRITICAL,FORBIDDEN,patient.age < 1,"give_adult_empiric_for_neonatal_meningitis, omit_ampicillin_in_neonatal_meningitis","Clinical scenario: patient age < 1
Context: Neonatal meningitis has different pathogens (GBS, E. coli, Listeria); adult empiric regimen misses these organisms.
Question: Is it safe to give adult empiric for neonatal meningitis, omit ampicillin in neonatal meningitis?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",IDSA Meningitis 2004; neonatal meningitis requires ampicillin + gentamicin/cefotaxime for GBS and Listeria coverage,,
MENING-HSV-ENCEPHALITIS,idsa_meningitis,IDSA Bacterial Meningitis Management,empiric_antibiotics,CRITICAL,REQUIRED,'hsv_suspected' in patient.comorbidities or 'encephalitis_features' in patient.presentation,give_acyclovir_iv,"Clinical scenario: patient has hsv suspected OR 'encephalitis features' in patient.presentation
Context: If HSV encephalitis is suspected (temporal lobe findings, altered consciousness, seizures), IV acyclovir must be started empirically; untreated mortality is 70%.
Question: Should the clinician give acyclovir iv?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","IDSA 2024 Section 3.4; Whitley RJ, NEJM 1986",,
MENING-HSV-ENCEPHALITIS-FORBIDDEN,idsa_meningitis,IDSA Bacterial Meningitis Management,empiric_antibiotics,CRITICAL,FORBIDDEN,'hsv_suspected' in patient.comorbidities or 'encephalitis_features' in patient.presentation,"omit_acyclovir_if_hsv_suspected, give_antibiotics_only_without_acyclovir_in_encephalitis","Clinical scenario: patient has hsv suspected OR 'encephalitis features' in patient.presentation
Context: HSV encephalitis requires empiric acyclovir; antibiotics alone don't treat viral encephalitis and mortality reaches 70% untreated.
Question: Is it safe to omit acyclovir if hsv suspected, give antibiotics only without acyclovir in encephalitis?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA Meningitis 2004; Whitley RJ, NEJM 1986; untreated HSV encephalitis has 70% mortality",,
MENING-DEXA-NO-AFTER-ABX,idsa_meningitis,IDSA Bacterial Meningitis Management,adjunctive_therapy,HIGH,FORBIDDEN,'suspected_pneumococcal' in patient.presentation,give_dexamethasone_after_antibiotics,"Clinical scenario: 'suspected pneumococcal' in patient.presentation
Context: Converted from unconditional: dexamethasone given after antibiotics provides no benefit in pneumococcal meningitis; must be before or simultaneous with first antibiotic dose
Question: Is it safe to give dexamethasone after antibiotics?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA 2024 Section 4; de Gans J, NEJM 2002",,
MENING-DEXA-NO-ORAL,idsa_meningitis,IDSA Bacterial Meningitis Management,adjunctive_therapy,HIGH,FORBIDDEN,True,give_dexamethasone_oral,"Clinical scenario: True
Context: Converted from unconditional: oral dexamethasone has unpredictable absorption in acute meningitis; IV route ensures reliable CNS anti-inflammatory effect
Question: Is it safe to give dexamethasone oral?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",IDSA 2024 Section 4; IV route required for meningitis dosing,,
MENING-DEXA-BEFORE-ABX,idsa_meningitis,IDSA Bacterial Meningitis Management,adjunctive_therapy,HIGH,BEFORE,'suspected_pneumococcal' in patient.presentation or 'gram_positive_diplococci' in patient.labs,"give_dexamethasone_iv, give_empiric_antibiotics","Clinical scenario: 'suspected pneumococcal' in patient.presentation OR 'gram positive diplococci' in patient.labs
Context: Dexamethasone must be given BEFORE or simultaneously with the first antibiotic dose to be effective; giving it after antibiotics provides no benefit.
Question: Is the ordering/timing constraint (give dexamethasone iv, give empiric antibiotics) clinically appropriate?
[ ] Yes, correct  [ ] No, incorrect  [ ] Depends (explain)","Yes, correct","IDSA 2024 Section 4.1; de Gans J, NEJM 2002",,
MENING-DEXAMETHASONE-TIMING,idsa_meningitis,IDSA Bacterial Meningitis Management,adjunctive_therapy,HIGH,REQUIRED,'bacterial_meningitis' in patient.presentation,give_dexamethasone_iv,"Clinical scenario: 'bacterial meningitis' in patient.presentation
Context: In adults with suspected bacterial meningitis, dexamethasone should be given empirically and discontinued if non-pneumococcal pathogen identified.
Question: Should the clinician give dexamethasone iv?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","IDSA 2024 Section 4.1; van de Beek D, Lancet Neurol 2012",,
MENING-DEXAMETHASONE-TIMING-FORBIDDEN,idsa_meningitis,IDSA Bacterial Meningitis Management,adjunctive_therapy,HIGH,FORBIDDEN,'bacterial_meningitis' in patient.presentation,"give_dexamethasone_after_antibiotics_in_meningitis, delay_dexamethasone_for_culture_in_meningitis","Clinical scenario: 'bacterial meningitis' in patient.presentation
Context: Dexamethasone given after antibiotics loses anti-inflammatory benefit; must precede or coincide with first antibiotic dose.
Question: Is it safe to give dexamethasone after antibiotics in meningitis, delay dexamethasone for culture in meningitis?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA Meningitis 2004; de Gans J, NEJM 2002; dexamethasone must be given before or with first antibiotic dose",,
MENING-LP-NO-WITHOUT-CT-CONTRAINDICATED,idsa_meningitis,IDSA Bacterial Meningitis Management,lp_and_diagnosis,CRITICAL,FORBIDDEN,'focal_neuro_deficit' in patient.comorbidities,perform_lp_without_ct_when_contraindicated,"Clinical scenario: patient has focal neuro deficit
Context: Converted from unconditional: LP without prior CT in patients with focal neurological deficits risks brainstem herniation
Question: Is it safe to perform lp without ct when contraindicated?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA 2024 Section 5; Hasbun R, NEJM 2001",,
MENING-INCREASED-ICP-NO-LP,idsa_meningitis,IDSA Bacterial Meningitis Management,lp_and_diagnosis,CRITICAL,FORBIDDEN,'papilledema' in patient.presentation or 'focal_neuro_deficit' in patient.presentation or 'gcs_less_than_12' in patient.presentation,"perform_lp_without_ct, perform_lumbar_puncture_immediate","Clinical scenario: 'papilledema' in patient.presentation OR 'focal neuro deficit' in patient.presentation OR 'gcs less than 12' in patient.presentation
Context: LP in patients with raised ICP signs (papilledema, focal deficit, GCS <12) risks brainstem herniation; CT must precede LP. Antibiotics must NOT wait for CT or LP.
Question: Is it safe to perform lp without ct, perform lumbar puncture immediate?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA 2024 Section 5.2; Hasbun R, NEJM 2001",,
AKI-NSAID-STOP,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,HIGH,REQUIRED,'nsaid' in patient.medications or 'ibuprofen' in patient.medications,"discontinue_nsaid, discontinue_nephrotoxins","Clinical scenario: patient is on nsaid OR patient is on ibuprofen
Context: NSAIDs cause afferent arteriole vasoconstriction worsening AKI.
Question: Should the clinician discontinue nsaid, discontinue nephrotoxins?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","KDIGO AKI 2012, Section 3.1.1",,
