rule_id,graph,guideline,node,severity,effect_type,condition,actions,clinical_question,expected_answer,evidence_cited,clinician_agrees,clinician_notes
MENING-HSV-ENCEPHALITIS-FORBIDDEN,idsa_meningitis,IDSA Bacterial Meningitis Management,empiric_antibiotics,CRITICAL,FORBIDDEN,'hsv_suspected' in patient.comorbidities or 'encephalitis_features' in patient.presentation,"omit_acyclovir_if_hsv_suspected, give_antibiotics_only_without_acyclovir_in_encephalitis","Clinical scenario: patient has hsv suspected OR 'encephalitis features' in patient.presentation
Context: HSV encephalitis requires empiric acyclovir; antibiotics alone don't treat viral encephalitis and mortality reaches 70% untreated.
Question: Is it safe to omit acyclovir if hsv suspected, give antibiotics only without acyclovir in encephalitis?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA Meningitis 2004; Whitley RJ, NEJM 1986; untreated HSV encephalitis has 70% mortality",,
MENING-LP-NO-WITHOUT-CT-CONTRAINDICATED,idsa_meningitis,IDSA Bacterial Meningitis Management,lp_and_diagnosis,CRITICAL,FORBIDDEN,'focal_neuro_deficit' in patient.comorbidities,perform_lp_without_ct_when_contraindicated,"Clinical scenario: patient has focal neuro deficit
Context: Converted from unconditional: LP without prior CT in patients with focal neurological deficits risks brainstem herniation
Question: Is it safe to perform lp without ct when contraindicated?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA 2024 Section 5; Hasbun R, NEJM 2001",,
MENING-INCREASED-ICP-NO-LP,idsa_meningitis,IDSA Bacterial Meningitis Management,lp_and_diagnosis,CRITICAL,FORBIDDEN,'papilledema' in patient.presentation or 'focal_neuro_deficit' in patient.presentation or 'gcs_less_than_12' in patient.presentation,"perform_lp_without_ct, perform_lumbar_puncture_immediate","Clinical scenario: 'papilledema' in patient.presentation OR 'focal neuro deficit' in patient.presentation OR 'gcs less than 12' in patient.presentation
Context: LP in patients with raised ICP signs (papilledema, focal deficit, GCS <12) risks brainstem herniation; CT must precede LP. Antibiotics must NOT wait for CT or LP.
Question: Is it safe to perform lp without ct, perform lumbar puncture immediate?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA 2024 Section 5.2; Hasbun R, NEJM 2001",,
AKI-HYPERKALEMIA-URGENT,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,CRITICAL,REQUIRED,patient.labs.potassium > 6.0,"give_calcium_gluconate, give_insulin_dextrose, order_ecg_stat","Clinical scenario: serum potassium > 6.0
Context: Severe hyperkalemia in AKI requires immediate cardiac membrane stabilization.
Question: Should the clinician give calcium gluconate, give insulin dextrose, order ecg stat?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",KDIGO AKI 2012; AHA Hyperkalemia Guidelines,,
AKI-HYPERKALEMIA-URGENT-FORBIDDEN,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,CRITICAL,FORBIDDEN,patient.labs.potassium > 6.0,"give_potassium_in_hyperkalemic_aki, give_succinylcholine_in_hyperkalemic_aki, give_spironolactone_in_hyperkalemic_aki","Clinical scenario: serum potassium > 6.0
Context: Potassium supplementation, succinylcholine (releases K+ from muscle), and spironolactone worsen fatal hyperkalemia in AKI.
Question: Is it safe to give potassium in hyperkalemic aki, give succinylcholine in hyperkalemic aki, give spironolactone in hyperkalemic aki?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012; AHA Hyperkalemia Guidelines; potassium-sparing agents and exogenous K+ are contraindicated in K+ > 6.0,,
AKI-HYPERKALEMIA-NO-ACE-MRA,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,CRITICAL,FORBIDDEN,patient.labs.potassium > 5.5 and ('ace_inhibitor' in patient.medications or 'mra' in patient.medications),"continue_ace_inhibitor, continue_mra, give_potassium_supplement","Clinical scenario: serum potassium > 5.5 AND (patient is on ace inhibitor OR patient is on mra)
Context: ACE/MRA must be held in AKI with hyperkalemia to prevent fatal arrhythmia.
Question: Is it safe to continue ace inhibitor, continue mra, give potassium supplement?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012; AHA Hyperkalemia Guidelines,,
AKI-HYPERKALEMIA-NO-SUCCINYLCHOLINE,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,CRITICAL,FORBIDDEN,patient.labs.potassium > 5.5,give_succinylcholine,"Clinical scenario: serum potassium > 5.5
Context: Succinylcholine releases potassium from muscle; contraindicated in hyperkalemia.
Question: Is it safe to give succinylcholine?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012; ASA Anesthesia Guidelines,,
AKI-STAGE2-K-SUPPLEMENT-SPECIFIC,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,CRITICAL,FORBIDDEN,"patient.labs.get('potassium', 4.0) > 5.0","give_potassium_supplement_in_hyperkalemic_aki_stage2, give_oral_potassium_in_aki_with_elevated_k","Clinical scenario: patient.labs.get('potassium', 4.0) > 5.0
Context: Potassium supplementation when K+ > 5.0 in AKI Stage 2 risks fatal cardiac arrhythmia.
Question: Is it safe to give potassium supplement in hyperkalemic aki stage2, give oral potassium in aki with elevated k?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012 Section 3.2; potassium supplementation with K+ > 5.0 in AKI is dangerous,,
AKI-HYPERKALEMIA-NO-SUCCINYLCHOLINE-SPECIFIC,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,CRITICAL,FORBIDDEN,"patient.labs.get('potassium', 4.0) > 5.5","give_succinylcholine_for_rsi_in_hyperkalemic_aki, use_depolarizing_agent_in_aki_hyperkalemia","Clinical scenario: patient.labs.get('potassium', 4.0) > 5.5
Context: Succinylcholine releases potassium from muscle; in hyperkalemic AKI this causes fatal arrhythmia. Use rocuronium instead.
Question: Is it safe to give succinylcholine for rsi in hyperkalemic aki, use depolarizing agent in aki hyperkalemia?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012; ASA Guidelines; succinylcholine releases 0.5-1.0 mEq/L K+ from muscle in hyperkalemia,,
AKI-STAGE2-NO-POTASSIUM-IF-HYPERKALEMIA,kdigo_aki_full,KDIGO AKI 2012 Full,aki_stage_2_management,CRITICAL,FORBIDDEN,"patient.labs.get('potassium', 4.0) > 5.0",give_potassium_supplements_if_hyperkalemia,"Clinical scenario: patient.labs.get('potassium', 4.0) > 5.0
Context: Converted from unconditional: potassium supplementation is only forbidden when serum potassium >5.0; in hypokalemic AKI patients, potassium may be needed
Question: Is it safe to give potassium supplements if hyperkalemia?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012 Section 3.2; potassium supplementation in hyperkalemia causes fatal arrhythmia,,
AKI-STAGE3-NO-CONTRAST,kdigo_aki_full,KDIGO AKI 2012 Full,aki_stage_3_management,CRITICAL,FORBIDDEN,"patient.labs.get('creatinine', 1.0) > 4.0",give_contrast,"Clinical scenario: patient.labs.get('creatinine', 1.0) > 4.0
Context: Converted from unconditional: contrast administration in severe AKI (creatinine >4.0) causes further renal injury and may precipitate dialysis need
Question: Is it safe to give contrast?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012 Section 3.3; contrast is nephrotoxic in severe AKI,,
AKI-STAGE3-NO-POTASSIUM,kdigo_aki_full,KDIGO AKI 2012 Full,aki_stage_3_management,CRITICAL,FORBIDDEN,"patient.labs.get('potassium', 4.0) > 5.5",give_potassium,"Clinical scenario: patient.labs.get('potassium', 4.0) > 5.5
Context: Converted from unconditional: potassium supplementation in severe AKI with hyperkalemia (K>5.5) causes fatal cardiac arrhythmia
Question: Is it safe to give potassium?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012 Section 3.3; potassium supplementation in hyperkalemic severe AKI is lethal,,
CAKI-GADOLINIUM-NO-IN-CKD,kdigo_contrast_aki,KDIGO Contrast-Associated AKI Prevention,risk_assessment,CRITICAL,FORBIDDEN,patient.labs.egfr < 30,"give_gadolinium_contrast, order_mri_with_gadolinium","Clinical scenario: eGFR < 30
Context: Gadolinium in severe CKD causes nephrogenic systemic fibrosis.
Question: Is it safe to give gadolinium contrast, order mri with gadolinium?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ACR Manual on Contrast Media 2024; FDA NSF Warning,,
CAKI-GADOLINIUM-GFR30-SPECIFIC,kdigo_contrast_aki,KDIGO Contrast-Associated AKI Prevention,risk_assessment,CRITICAL,FORBIDDEN,"patient.labs.get('egfr', 90) < 30","give_gadolinium_in_severe_ckd_for_mri, order_mri_gadolinium_without_nephrology_approval_in_ckd","Clinical scenario: patient.labs.get('egfr', 90) < 30
Context: Gadolinium contrast in severe CKD (eGFR < 30) causes nephrogenic systemic fibrosis, a debilitating fibrotic condition.
Question: Is it safe to give gadolinium in severe ckd for mri, order mri gadolinium without nephrology approval in ckd?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO Contrast AKI 2012; ACR 2023; gadolinium in eGFR < 30 causes nephrogenic systemic fibrosis (NSF),,
PEDS-DKA-SLOW-FLUID,pals_pediatric_emergency,AHA PALS 2025 Pediatric Emergency Guidelines,pediatric_fluid_resuscitation,CRITICAL,FORBIDDEN,"'dka' in patient.get('presentation', {})","give_rapid_fluid_bolus, give_bolus_greater_than_10ml_kg","Clinical scenario: 'dka' in patient.get('presentation', {})
Context: Pediatric DKA: rapid fluid (>10ml/kg/h) causes cerebral edema and herniation. Use 10ml/kg over 1h, then slow correction over 48h.

Question: Is it safe to give a rapid fluid bolus, give bolus greater than 10ml kg?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ISPAD 2022; AHA PALS 2025 - cerebral edema risk in pediatric DKA,,
PEDS-NEONATE-SEIZURE-PHENOBARB-FORBIDDEN,pals_pediatric_emergency,AHA PALS 2025 Pediatric Emergency Guidelines,pediatric_seizure,CRITICAL,FORBIDDEN,patient.age < 1,"give_adult_dose_anticonvulsant_in_neonate, give_diazepam_iv_in_neonate","Clinical scenario: patient age < 1
Context: Neonatal seizures require phenobarbital; IV diazepam contains benzyl alcohol causing gasping syndrome in neonates.
Question: Is it safe to give adult dose anticonvulsant in neonate, give diazepam iv in neonate?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AHA PALS 2020; neonates require phenobarbital as first-line; IV diazepam contains benzyl alcohol toxic to neonates,,
PE-MASSIVE-THROMBOLYSIS,pulmonary_embolism,ESC 2019 Pulmonary Embolism,initial_assessment,CRITICAL,REQUIRED,patient.vitals.sbp < 90 or 'hemodynamic_instability' in patient.presentation,"give_thrombolytic, give_alteplase_pe","Clinical scenario: systolic BP < 90 OR 'hemodynamic instability' in patient.presentation
Context: Massive PE with hemodynamic instability requires systemic thrombolysis.
Question: Should the clinician give thrombolytic, give alteplase pe?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","ESC PE 2019, Section 6.2",,
PE-MASSIVE-THROMBOLYSIS-FORBIDDEN,pulmonary_embolism,ESC 2019 Pulmonary Embolism,initial_assessment,CRITICAL,FORBIDDEN,patient.vitals.sbp < 90 or 'hemodynamic_instability' in patient.presentation,"give_anticoagulation_only_in_massive_pe, delay_thrombolysis_in_massive_pe","Clinical scenario: systolic BP < 90 OR 'hemodynamic instability' in patient.presentation
Context: Massive PE with shock requires thrombolysis; anticoagulation alone has unacceptably high mortality (25-65%).
Question: Is it safe to give anticoagulation only in massive pe, delay thrombolysis in massive pe?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ESC PE 2019; massive PE with hemodynamic collapse requires thrombolysis; anticoagulation alone has 25-65% mortality,,
PE-HIT-NO-HEPARIN,pulmonary_embolism,ESC 2019 Pulmonary Embolism,initial_assessment,CRITICAL,FORBIDDEN,'heparin_induced_thrombocytopenia' in patient.comorbidities or 'hit' in patient.comorbidities,"give_heparin, give_enoxaparin, give_ufh","Clinical scenario: patient has heparin induced thrombocytopenia OR patient has hit
Context: Heparin in HIT causes catastrophic thrombosis.
Question: Is it safe to give heparin, give enoxaparin, give ufh?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ESC PE 2019; ASH HIT Guidelines 2018,,
PE-PREGNANCY-NO-WARFARIN,pulmonary_embolism,ESC 2019 Pulmonary Embolism,initial_assessment,CRITICAL,FORBIDDEN,'pregnancy' in patient.comorbidities,"give_warfarin, give_doac","Clinical scenario: patient has pregnancy
Context: Warfarin and DOACs are teratogenic. LMWH is safe in pregnancy.
Question: Is it safe to give warfarin, give doac?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ESC PE 2019; ACOG Practice Bulletin,,
PE-ACTIVE-BLEED-NO-THROMBOLYSIS,pulmonary_embolism,ESC 2019 Pulmonary Embolism,initial_assessment,CRITICAL,FORBIDDEN,'active_bleeding' in patient.contraindications or 'active_hemorrhage' in patient.comorbidities,"give_thrombolysis, give_alteplase_pe, give_full_dose_anticoagulation","Clinical scenario: 'active bleeding' in patient.contraindications OR patient has active hemorrhage
Context: Active bleeding is absolute contraindication to thrombolysis.
Question: Is it safe to give thrombolysis, give alteplase pe, give full dose anticoagulation?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ESC PE 2019, Section 6.2 Absolute Contraindications",,
SEPSIS-PENICILLIN-ANAPHYLAXIS-NO-CEPH,ssc_sepsis_hour1_bundle,Surviving Sepsis Campaign Hour-1 Bundle,septic_shock_bundle,CRITICAL,FORBIDDEN,'penicillin_anaphylaxis' in patient.allergies,"give_cephalosporin, give_ceftriaxone, give_cefepime, give_piperacillin_tazobactam","Clinical scenario: patient is allergic to penicillin anaphylaxis
Context: Penicillin anaphylaxis patients have cross-reactivity risk with cephalosporins.
Question: Is it safe to give cephalosporin, give ceftriaxone, give cefepime, give piperacillin tazobactam?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",SSC 2021; IDSA Cross-Reactivity Guidance,,
SEPSIS-NEUTROPENIC-BROAD-SPECTRUM,ssc_sepsis_hour1_bundle,Surviving Sepsis Campaign Hour-1 Bundle,septic_shock_bundle,CRITICAL,FORBIDDEN,'acute_myeloid_leukemia' in patient.comorbidities or 'chemotherapy_recent' in patient.comorbidities or 'neutropenia' in patient.comorbidities,"give_standard_cap_antibiotics_only, delay_antibiotics_for_source, delay_antibiotics_until_culture","Clinical scenario: patient has acute myeloid leukemia OR patient has chemotherapy recent OR patient has neutropenia
Context: Neutropenic sepsis needs immediate broad-spectrum, not standard CAP coverage.
Question: Is it safe to give standard cap antibiotics only, delay antibiotics for source, delay antibiotics until culture?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",IDSA Febrile Neutropenia 2010; SSC 2021,,
SE-HYPOGLYCEMIA-GLUCOSE-FIRST,status_epilepticus,AES Status Epilepticus Management,initial_stabilization,CRITICAL,BEFORE,patient.labs.glucose < 60,"give_dextrose_50_percent, give_benzodiazepine","Clinical scenario: blood glucose < 60
Context: Hypoglycemia can cause seizures and must be corrected before or simultaneously with antiepileptic therapy; dextrose 50% IV push.
Question: Is the ordering/timing constraint (give dextrose 50 percent, give benzodiazepine) clinically appropriate?
[ ] Yes, correct  [ ] No, incorrect  [ ] Depends (explain)","Yes, correct","AES 2024 Section 2.2; Alldredge BK, NEJM 2001",,
SE-HYPOGLYCEMIA-GLUCOSE-FIRST-FORBIDDEN,status_epilepticus,AES Status Epilepticus Management,initial_stabilization,CRITICAL,FORBIDDEN,patient.labs.glucose < 60,"give_antiepileptic_before_glucose_correction, delay_glucose_correction_for_eeg","Clinical scenario: blood glucose < 60
Context: Hypoglycemic seizures resolve with glucose correction; antiepileptics are ineffective and delay definitive treatment.
Question: Is it safe to give antiepileptic before glucose correction, delay glucose correction for eeg?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","NCS Status Epilepticus 2012; hypoglycemic seizures resolve with glucose correction, not antiepileptics",,
SE-PREGNANCY-NO-VALPROATE,status_epilepticus,AES Status Epilepticus Management,second_line_therapy,CRITICAL,FORBIDDEN,'pregnancy' in patient.comorbidities,"give_valproate, give_valproate_40mg_kg, give_valproic_acid","Clinical scenario: patient has pregnancy
Context: Valproate is teratogenic (Category X) causing neural tube defects in 6-9% of exposed pregnancies; absolutely contraindicated.
Question: Is it safe to give valproate, give valproate 40mg kg, give valproic acid?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AES 2024 Section 4.3; FDA Black Box Warning; Meador KJ, NEJM 2009",,
SE-HEPATIC-NO-VALPROATE,status_epilepticus,AES Status Epilepticus Management,second_line_therapy,CRITICAL,FORBIDDEN,'liver_disease' in patient.comorbidities or 'hepatic_failure' in patient.comorbidities,"give_valproate, give_valproate_40mg_kg, give_valproic_acid","Clinical scenario: patient has liver disease OR patient has hepatic failure
Context: Valproate is hepatotoxic and contraindicated in significant liver disease; can cause fatal hepatic failure.
Question: Is it safe to give valproate, give valproate 40mg kg, give valproic acid?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AES 2024 Section 4.3; FDA Black Box Warning,,
SE-CARDIAC-HISTORY-NO-PHENYTOIN,status_epilepticus,AES Status Epilepticus Management,second_line_therapy,CRITICAL,FORBIDDEN,'cardiac_arrhythmia' in patient.comorbidities or 'heart_block' in patient.comorbidities or 'long_qt' in patient.comorbidities,"give_phenytoin, give_fosphenytoin_20mg_pe_kg","Clinical scenario: patient has cardiac arrhythmia OR patient has heart block OR patient has long qt
Context: Phenytoin/fosphenytoin causes cardiac arrhythmias and hypotension via sodium channel blockade; contraindicated in pre-existing cardiac conduction disease.
Question: Is it safe to give phenytoin, give fosphenytoin 20mg pe kg?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AES 2024 Section 4.5; Cranford RE, Neurology 1979",,
SE-PORPHYRIA-NO-PHENYTOIN,status_epilepticus,AES Status Epilepticus Management,second_line_therapy,CRITICAL,FORBIDDEN,'porphyria' in patient.comorbidities,"give_phenytoin, give_fosphenytoin_20mg_pe_kg, give_valproate, give_valproate_40mg_kg, give_phenobarbital_15mg_kg","Clinical scenario: patient has porphyria
Context: Phenytoin, valproate, and phenobarbital are porphyrinogenic; they induce hepatic ALA synthase and can trigger fatal acute porphyria attacks.
Question: Is it safe to give phenytoin, give fosphenytoin 20mg pe kg, give valproate, give valproate 40mg kg, give phenobarbital 15mg kg?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AES 2024 Section 4.6; Anderson KE, Ann Intern Med 2005",,
TOX-ACETAMINOPHEN-NAC,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,REQUIRED,'acetaminophen_overdose' in patient.comorbidities or patient.labs.acetaminophen_level > 150,give_n_acetylcysteine,"Clinical scenario: patient has acetaminophen overdose OR patient.labs.acetaminophen level > 150
Context: NAC is nearly 100% effective if given within 8 hours of acetaminophen ingestion; prevents hepatotoxicity by replenishing glutathione. Always indicated above Rumack-Matthew treatment line.
Question: Should the clinician give n acetylcysteine?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","AACT/ACMT 2024 Section 3.1; Smilkstein MJ, NEJM 1988",,
TOX-ACETAMINOPHEN-NAC-FORBIDDEN,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,FORBIDDEN,'acetaminophen_overdose' in patient.comorbidities or patient.labs.acetaminophen_level > 150,"give_hepatotoxic_drug_in_apap_overdose, delay_nac_for_level_confirmation","Clinical scenario: patient has acetaminophen overdose OR patient.labs.acetaminophen level > 150
Context: In acetaminophen overdose, hepatotoxic agents worsen liver injury and NAC delay beyond 8h drops efficacy dramatically.
Question: Is it safe to give hepatotoxic drug in apap overdose, delay nac for level confirmation?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AACT/ACMT 2024 Section 3.1; NAC must not be delayed waiting for acetaminophen level; additional hepatotoxins compound liver injury,,
TOX-BENZO-NO-FLUMAZENIL-CHRONIC,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,FORBIDDEN,'chronic_benzo_use' in patient.medications and 'benzodiazepine_overdose' in patient.comorbidities,give_flumazenil,"Clinical scenario: patient is on chronic benzo use AND patient has benzodiazepine overdose
Context: Flumazenil in chronic benzodiazepine users precipitates refractory seizures and death by acute GABA withdrawal; supportive care with airway management is preferred.
Question: Is it safe to give flumazenil?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AACT/ACMT 2024 Section 3.2; Haverkos GP, Clin Pharm 1994",,
TOX-OPIOID-NALOXONE,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,REQUIRED,'opioid_overdose' in patient.comorbidities,give_naloxone,"Clinical scenario: patient has opioid overdose
Context: Naloxone reverses opioid-induced respiratory depression; start low (0.04-0.4 mg) and titrate to respiratory effort to avoid precipitating withdrawal.
Question: Should the clinician give naloxone?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","AACT/ACMT 2024 Section 3.3; Boyer EW, NEJM 2012",,
TOX-OPIOID-NALOXONE-FORBIDDEN,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,FORBIDDEN,'opioid_overdose' in patient.comorbidities,"give_additional_opioid_in_overdose, give_long_acting_sedative_in_opioid_od","Clinical scenario: patient has opioid overdose
Context: In opioid overdose, additional opioids or long-acting sedatives worsen respiratory depression and may cause fatal apnea.
Question: Is it safe to give additional opioid in overdose, give long acting sedative in opioid od?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AACT/ACMT 2024 Section 3.3; Boyer EW, NEJM 2012; additional CNS depressants worsen respiratory depression",,
TOX-TCA-NO-PHYSOSTIGMINE,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,FORBIDDEN,'tca_overdose' in patient.comorbidities or 'tricyclic_overdose' in patient.comorbidities,give_physostigmine,"Clinical scenario: patient has tca overdose OR patient has tricyclic overdose
Context: Physostigmine in TCA overdose causes refractory seizures, bradycardia, and asystole; it reverses anticholinergic effects but worsens cardiac sodium channel blockade.
Question: Is it safe to give physostigmine?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AACT/ACMT 2024 Section 3.4; Pentel P, Ann Emerg Med 1980",,
TOX-TCA-BICARB,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,REQUIRED,'tca_overdose' in patient.comorbidities and patient.labs.qrs_duration > 100,give_sodium_bicarbonate,"Clinical scenario: patient has tca overdose AND patient.labs.qrs duration > 100
Context: QRS >100ms in TCA overdose indicates significant sodium channel blockade with seizure and arrhythmia risk; sodium bicarbonate overcomes blockade and alkalinizes to reduce free drug.
Question: Should the clinician give sodium bicarbonate?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","AACT/ACMT 2024 Section 3.4; Liebelt EL, J Toxicol Clin Toxicol 1995",,
TOX-METHANOL-FOMEPIZOLE,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,REQUIRED,'methanol_ingestion' in patient.comorbidities or 'ethylene_glycol_ingestion' in patient.comorbidities,give_fomepizole,"Clinical scenario: patient has methanol ingestion OR patient has ethylene glycol ingestion
Context: Fomepizole inhibits alcohol dehydrogenase, preventing conversion of methanol/ethylene glycol to toxic metabolites (formic acid/oxalic acid). Must be given before metabolic acidosis develops.
Question: Should the clinician give fomepizole?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","AACT/ACMT 2024 Section 3.5; Brent J, NEJM 2001",,
TOX-METHANOL-FOMEPIZOLE-FORBIDDEN,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,FORBIDDEN,'methanol_ingestion' in patient.comorbidities or 'ethylene_glycol_ingestion' in patient.comorbidities,"delay_fomepizole_for_osmolar_gap, give_ethanol_concurrently_with_fomepizole","Clinical scenario: patient has methanol ingestion OR patient has ethylene glycol ingestion
Context: Delaying fomepizole for osmolar gap results permits conversion to formic acid/oxalic acid; concurrent ethanol adds toxicity.
Question: Is it safe to delay fomepizole for osmolar gap, give ethanol concurrently with fomepizole?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AACT/ACMT 2024 Section 3.5; Brent J, NEJM 2001; fomepizole delay allows toxic metabolite accumulation",,
TOX-DIGOXIN-FAB,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,REQUIRED,'digoxin_toxicity' in patient.comorbidities or patient.labs.digoxin_level > 2.0,give_digoxin_fab_fragments,"Clinical scenario: patient has digoxin toxicity OR patient.labs.digoxin level > 2.0
Context: Digoxin-specific Fab fragments bind free digoxin; indicated for life-threatening arrhythmias, hyperkalemia >5.5, or digoxin level >6 ng/mL.
Question: Should the clinician give digoxin fab fragments?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","AACT/ACMT 2024 Section 3.6; Antman EM, Circulation 1990",,
TOX-DIGOXIN-FAB-FORBIDDEN,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,FORBIDDEN,'digoxin_toxicity' in patient.comorbidities or patient.labs.digoxin_level > 2.0,"give_calcium_in_digoxin_toxicity, cardiovert_without_digoxin_fab","Clinical scenario: patient has digoxin toxicity OR patient.labs.digoxin level > 2.0
Context: IV calcium in digoxin toxicity causes fatal myocardial contracture; cardioversion without Fab triggers lethal arrhythmia.
Question: Is it safe to give calcium in digoxin toxicity, cardiovert without digoxin fab?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AACT/ACMT 2024 Section 3.6; Antman EM, Circulation 1990; calcium + digoxin causes 'stone heart' (irreversible contracture)",,
TOX-ORGANOPHOSPHATE-ATROPINE,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,REQUIRED,'organophosphate_poisoning' in patient.comorbidities,"give_atropine, give_pralidoxime","Clinical scenario: patient has organophosphate poisoning
Context: Organophosphate poisoning requires atropine (titrated to drying of secretions) plus pralidoxime (reactivates acetylcholinesterase before aging occurs, ideally within 24-48h).
Question: Should the clinician give atropine, give pralidoxime?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","AACT/ACMT 2024 Section 3.7; Eddleston M, Lancet 2008",,
TOX-ORGANOPHOSPHATE-ATROPINE-FORBIDDEN,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,FORBIDDEN,'organophosphate_poisoning' in patient.comorbidities,"give_succinylcholine_in_op_poisoning, give_morphine_in_cholinergic_crisis","Clinical scenario: patient has organophosphate poisoning
Context: Succinylcholine relies on pseudocholinesterase for metabolism; OP poisoning inhibits this enzyme causing prolonged paralysis.
Question: Is it safe to give succinylcholine in op poisoning, give morphine in cholinergic crisis?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AACT/ACMT 2024 Section 3.7; Eddleston M, Lancet 2008; OP inhibits pseudocholinesterase causing prolonged paralysis from succinylcholine",,
