macro_name,file,value,category,recompute_phase,notes
\cresFiveCliffDelta,paper/auto_numbers.tex,-0.225,B,Phase 3,verdict-dependent (cres)
\cresFiveVPC,paper/auto_numbers.tex,0.072,B,Phase 3,verdict-dependent (cres)
\cresSevenClassA,paper/auto_numbers.tex,0,B,Phase 3,verdict-dependent (cres)
\cresSevenClassB,paper/auto_numbers.tex,"2{,",B,Phase 3,verdict-dependent (cres)
\cresSevenClassBFrac,paper/auto_numbers.tex,0.330,B,Phase 3,verdict-dependent (cres)
\cresSevenInvisiblePct,paper/auto_numbers.tex,33.0,B,Phase 3,verdict-dependent (cres)
\cresOneESemanticACProxyKappa,paper/auto_numbers.tex,-0.61,B,Phase 3,verdict-dependent (kappa)
\cresOneESemanticMABProxyKappa,paper/auto_numbers.tex,-0.91,B,Phase 3,verdict-dependent (kappa)
\cresOneENSemanticInversions,paper/auto_numbers.tex,2,B,Phase 3,verdict-dependent (cres)
\cresOneENTautologicalFlips,paper/auto_numbers.tex,2,B,Phase 3,verdict-dependent (cres)
\cresOneEOverallAgreement,paper/auto_numbers.tex,0.0,B,Phase 3,verdict-dependent (cres)
\cresThirteenTotalTokens,paper/auto_numbers.tex,"505{,",B,Phase 3,verdict-dependent (hi)
\cresThirteenMedianTokensPerEp,paper/auto_numbers.tex,"29{,",B,Phase 3,verdict-dependent (hi)
\cresThirteenAHundredHours,paper/auto_numbers.tex,14.04,B,Phase 3,verdict-dependent (hi)
\cresThirteenCOtwoKg,paper/auto_numbers.tex,1.68,B,Phase 3,verdict-dependent (hi)
\cresThirteenGridIntensity,paper/auto_numbers.tex,0.3,B,Phase 3,verdict-dependent (hi)
\cresThirteenTotalEpisodes,paper/auto_numbers.tex,"14{,",B,Phase 3,verdict-dependent (hi)
\llmCatalogueQwen,paper/auto_numbers.tex,1268,B,Phase 3,verdict-dependent (catalogue)
\llmCatalogueGptOss,paper/auto_numbers.tex,1286,B,Phase 3,verdict-dependent (catalogue)
\cdeCatalogueSize,paper/auto_numbers.tex,1049,A,,system/structural constant
\perTypeMustCDE,paper/auto_numbers.tex,557,A,,system/structural constant
\perTypeMustQwen,paper/auto_numbers.tex,434,A,,system/structural constant
\perTypeMustGptOss,paper/auto_numbers.tex,490,A,,system/structural constant
\perTypeForbidCDE,paper/auto_numbers.tex,212,A,,system/structural constant
\perTypeForbidQwen,paper/auto_numbers.tex,592,A,,system/structural constant
\perTypeForbidGptOss,paper/auto_numbers.tex,572,A,,system/structural constant
\perTypeWithinCDE,paper/auto_numbers.tex,215,A,,system/structural constant
\perTypeWithinQwen,paper/auto_numbers.tex,182,A,,system/structural constant
\perTypeWithinGptOss,paper/auto_numbers.tex,190,A,,system/structural constant
\perTypeBeforeCDE,paper/auto_numbers.tex,65,A,,system/structural constant
\perTypeBeforeQwen,paper/auto_numbers.tex,60,A,,system/structural constant
\perTypeBeforeGptOss,paper/auto_numbers.tex,34,A,,system/structural constant
\mustRatioQwen,paper/auto_numbers.tex,0.78,B,Phase 3,default (unclassified)
\mustRatioGptOss,paper/auto_numbers.tex,0.88,B,Phase 3,default (unclassified)
\forbidRatioQwen,paper/auto_numbers.tex,2.79,B,Phase 3,verdict-dependent (or)
\forbidRatioGptOss,paper/auto_numbers.tex,2.70,B,Phase 3,verdict-dependent (or)
\withinRatioQwen,paper/auto_numbers.tex,0.85,B,Phase 3,verdict-dependent (hi)
\withinRatioGptOss,paper/auto_numbers.tex,0.88,B,Phase 3,verdict-dependent (hi)
\beforeRatioQwen,paper/auto_numbers.tex,0.92,B,Phase 3,verdict-dependent (or)
\beforeRatioGptOss,paper/auto_numbers.tex,0.52,B,Phase 3,verdict-dependent (or)
\methodClassDelta,paper/auto_numbers.tex,0.10,A,,system/structural constant
\qwenTotalRatio,paper/auto_numbers.tex,1.21,B,Phase 3,default (unclassified)
\gptOssTotalRatio,paper/auto_numbers.tex,1.23,B,Phase 3,default (unclassified)
\totalRatioDelta,paper/auto_numbers.tex,0.02,B,Phase 3,verdict-dependent (delta)
\mainReplTriplePct,paper/auto_numbers.tex,36.31,B,Phase 3,verdict-dependent (repl)
\mainReplRatioTriple,paper/auto_numbers.tex,5.50,B,Phase 3,verdict-dependent (repl)
\mainReplVTwoTriplePct,paper/auto_numbers.tex,36.95,B,Phase 3,verdict-dependent (repl)
\mainReplVTwoRatioTriple,paper/auto_numbers.tex,5.60,B,Phase 3,verdict-dependent (repl)
\dualFamilyDelta,paper/auto_numbers.tex,0.10,B,Phase 3,verdict-dependent (fa)
\numAuditShims,paper/auto_numbers.tex,15,C,,corpus/config parameter
\numAuditTests,paper/auto_numbers.tex,242,C,,corpus/config parameter
\numAuditTestFiles,paper/auto_numbers.tex,10,C,,corpus/config parameter
\kitSixSteps,paper/auto_numbers.tex,6,C,,corpus/config parameter
\cSixSameClassTau,paper/auto_numbers.tex,0.473,B,Phase 3,default (unclassified)
\cSixCrossClassTau,paper/auto_numbers.tex,0.192,B,Phase 3,verdict-dependent (cross)
\cSixTauGap,paper/auto_numbers.tex,0.281,B,Phase 3,verdict-dependent (gap)
\cSixNSameClassPairs,paper/auto_numbers.tex,5,B,Phase 3,default (unclassified)
\cSixNCrossClassPairs,paper/auto_numbers.tex,10,B,Phase 3,verdict-dependent (cross)
\cSixPermP,paper/auto_numbers.tex,0.22,B,Phase 3,default (unclassified)
\piPoolExtNEval,paper/auto_numbers.tex,19,B,Phase 3,default (unclassified)
\piPoolExtNPairs,paper/auto_numbers.tex,171,B,Phase 3,default (unclassified)
\piPoolExtSameTau,paper/auto_numbers.tex,0.212,B,Phase 3,verdict-dependent (eta)
\piPoolExtCrossTau,paper/auto_numbers.tex,0.203,B,Phase 3,verdict-dependent (cross)
\piPoolExtGap,paper/auto_numbers.tex,0.011,B,Phase 3,verdict-dependent (gap)
\piPoolExtPermP,paper/auto_numbers.tex,0.87,B,Phase 3,default (unclassified)
\piHeldoutNCPG,paper/auto_numbers.tex,5,B,Phase 4,verdict-dependent (heldout)
\piHeldoutNEpisodes,paper/auto_numbers.tex,798,B,Phase 4,verdict-dependent (heldout)
\piHeldoutGap,paper/auto_numbers.tex,0.460,B,Phase 4,verdict-dependent (heldout)
\piPerDomainConcord,paper/auto_numbers.tex,14,B,Phase 3,verdict-dependent (or)
\piPerDomainTotal,paper/auto_numbers.tex,15,B,Phase 3,default (unclassified)
\piPerDomainMedGap,paper/auto_numbers.tex,0.365,B,Phase 3,verdict-dependent (gap)
\piClusterP,paper/auto_numbers.tex,0.12,B,Phase 3,default (unclassified)
\piMixedBeta,paper/auto_numbers.tex,0.233,B,Phase 3,verdict-dependent (eta)
\piMixedSE,paper/auto_numbers.tex,0.164,B,Phase 3,default (unclassified)
\piMixedICC,paper/auto_numbers.tex,0.30,B,Phase 3,default (unclassified)
\piAltMetrics,paper/auto_numbers.tex,5,B,Phase 3,default (unclassified)
\piAltReversals,paper/auto_numbers.tex,0,B,Phase 3,verdict-dependent (reversal)
\piEvpMismatch,paper/auto_numbers.tex,6,B,Phase 3,default (unclassified)
\piEvpTotal,paper/auto_numbers.tex,6,B,Phase 3,default (unclassified)
\acProxyTau,paper/auto_numbers.tex,1.000,B,Phase 3,verdict-dependent (acproxy)
\dxemPassRate,paper/auto_numbers.tex,100.0,B,Phase 2,verdict-dependent (pass)
\violCountSpuriousRho,paper/auto_numbers.tex,0.74,B,Phase 3,verdict-dependent (count)
\piNordWitnessBSR,paper/auto_numbers.tex,0.4914,B,Phase 2,verdict-dependent (witness)
\piNordFloor,paper/auto_numbers.tex,0.003,B,Phase 3,verdict-dependent (floor)
\piNordGapFactor,paper/auto_numbers.tex,164,B,Phase 3,verdict-dependent (fa)
\extMABNativeBSR,paper/auto_numbers.tex,0.4839,B,Phase 2,verdict-dependent (native)
\extARTNativeBSR,paper/auto_numbers.tex,0.4430,B,Phase 2,verdict-dependent (native)
\extAgentEHRNativeBSR,paper/auto_numbers.tex,0.4243,B,Phase 2,verdict-dependent (native)
\extHealthBenchNativeBSR,paper/auto_numbers.tex,0.5210,B,Phase 2,verdict-dependent (native)
\numCandidatePool,paper/auto_numbers.tex,123,A,,override
\cpgSelectionCriteriaCount,paper/auto_numbers.tex,12,A,,override
\heldoutSpotCheckN,paper/auto_numbers.tex,8,C,,config/threshold parameter
\heldoutSpotCheckDelta,paper/auto_numbers.tex,1.75,C,,config/threshold parameter
\heldoutSpotCheckRho,paper/auto_numbers.tex,0.82,C,,config/threshold parameter
\heldoutSpotCheckRhoLo,paper/auto_numbers.tex,0.48,C,,config/threshold parameter
\heldoutSpotCheckRhoHi,paper/auto_numbers.tex,0.95,C,,config/threshold parameter
\heldoutSpotCheckDeltaLo,paper/auto_numbers.tex,0.8,C,,config/threshold parameter
\heldoutSpotCheckDeltaHi,paper/auto_numbers.tex,2.7,C,,config/threshold parameter
\auditNEvaluators,evidence_pack/audit/audit_macros.tex,6,B,Phase 3,verdict-dependent (audit)
\auditNEpisodes,evidence_pack/audit/audit_macros.tex,"14{,",B,Phase 3,verdict-dependent (audit)
\auditNSeparatingPairs,evidence_pack/audit/audit_macros.tex,20,B,Phase 3,verdict-dependent (audit)
\auditNHardViolating,evidence_pack/audit/audit_macros.tex,"7{,",B,Phase 3,verdict-dependent (audit)
\auditPiDxEM,evidence_pack/audit/audit_macros.tex,term,B,Phase 3,verdict-dependent (audit)
\auditPiACProxy,evidence_pack/audit/audit_macros.tex,nctx,B,Phase 3,verdict-dependent (audit)
\auditPiMABProxy,evidence_pack/audit/audit_macros.tex,term,B,Phase 3,verdict-dependent (audit)
\auditPiCTwo,evidence_pack/audit/audit_macros.tex,aset,B,Phase 3,verdict-dependent (ctwo)
\auditPiACov,evidence_pack/audit/audit_macros.tex,nctx,B,Phase 3,verdict-dependent (audit)
\auditPiTCC,evidence_pack/audit/audit_macros.tex,nctx,B,Phase 3,verdict-dependent (tcc)
\auditBSRDxEM,evidence_pack/audit/audit_macros.tex,0.516,B,Phase 2,verdict-dependent (audit)
\auditBSRACProxy,evidence_pack/audit/audit_macros.tex,0.416,B,Phase 2,verdict-dependent (audit)
\auditBSRMABProxy,evidence_pack/audit/audit_macros.tex,0.398,B,Phase 2,verdict-dependent (audit)
\auditBSRCTwo,evidence_pack/audit/audit_macros.tex,0.581,B,Phase 2,verdict-dependent (ctwo)
\auditBSRACov,evidence_pack/audit/audit_macros.tex,0.416,B,Phase 2,verdict-dependent (audit)
\auditBSRTCC,evidence_pack/audit/audit_macros.tex,0.000,B,Phase 2,verdict-dependent (tcc)
\auditBSRPctDxEM,evidence_pack/audit/audit_macros.tex,51.6,B,Phase 2,verdict-dependent (audit)
\auditBSRPctACProxy,evidence_pack/audit/audit_macros.tex,41.6,B,Phase 2,verdict-dependent (audit)
\auditBSRPctMABProxy,evidence_pack/audit/audit_macros.tex,39.8,B,Phase 2,verdict-dependent (audit)
\auditBSRPctCTwo,evidence_pack/audit/audit_macros.tex,58.1,B,Phase 2,verdict-dependent (ctwo)
\auditBSRPctACov,evidence_pack/audit/audit_macros.tex,41.6,B,Phase 2,verdict-dependent (audit)
\auditBSRPctTCC,evidence_pack/audit/audit_macros.tex,0.0,B,Phase 2,verdict-dependent (tcc)
\auditBayesDxEM,evidence_pack/audit/audit_macros.tex,0.436,B,Phase 3,verdict-dependent (bayes)
\auditBayesACProxy,evidence_pack/audit/audit_macros.tex,0.003,B,Phase 3,verdict-dependent (bayes)
\auditBayesMABProxy,evidence_pack/audit/audit_macros.tex,0.436,B,Phase 3,verdict-dependent (bayes)
\auditBayesCTwo,evidence_pack/audit/audit_macros.tex,0.024,B,Phase 3,verdict-dependent (ctwo)
\auditBayesACov,evidence_pack/audit/audit_macros.tex,0.003,B,Phase 3,verdict-dependent (bayes)
\auditBayesTCC,evidence_pack/audit/audit_macros.tex,0.003,B,Phase 3,verdict-dependent (tcc)
\auditFADxEM,evidence_pack/audit/audit_macros.tex,"7{,",B,Phase 3,verdict-dependent (fa)
\auditFAACProxy,evidence_pack/audit/audit_macros.tex,"4{,",B,Phase 3,verdict-dependent (fa)
\auditFAMABProxy,evidence_pack/audit/audit_macros.tex,"3{,",B,Phase 3,verdict-dependent (fa)
\auditFACTwo,evidence_pack/audit/audit_macros.tex,"3{,",B,Phase 3,verdict-dependent (fa)
\auditFAACov,evidence_pack/audit/audit_macros.tex,"4{,",B,Phase 3,verdict-dependent (fa)
\auditFATCC,evidence_pack/audit/audit_macros.tex,0,B,Phase 3,verdict-dependent (fa)
\auditBayesDxEMPct,evidence_pack/audit/audit_macros.tex,43.6,B,Phase 3,verdict-dependent (bayes)
\auditBayesCTwoPct,evidence_pack/audit/audit_macros.tex,2.4,B,Phase 3,verdict-dependent (ctwo)
\auditBSRMax,evidence_pack/audit/audit_macros.tex,58.1,B,Phase 2,verdict-dependent (audit)
\auditBSRMin,evidence_pack/audit/audit_macros.tex,39.8,B,Phase 2,verdict-dependent (audit)
\auditBSRRange,evidence_pack/audit/audit_macros.tex,39.8--58.1,B,Phase 2,verdict-dependent (audit)
\evpViolCountPi,evidence_pack/audit/audit_macros.tex,nctx,B,Phase 3,verdict-dependent (count)
\evpViolCountBSRPct,evidence_pack/audit/audit_macros.tex,63.9,B,Phase 2,verdict-dependent (count)
\evpViolCountBayes,evidence_pack/audit/audit_macros.tex,0.003,B,Phase 3,verdict-dependent (count)
\evpViolCountFAPct,evidence_pack/audit/audit_macros.tex,51.6,B,Phase 3,verdict-dependent (fa)
\evpLLMJudgePi,evidence_pack/audit/audit_macros.tex,term,B,Phase 4,verdict-dependent (judge)
\evpLLMJudgeBSRPct,evidence_pack/audit/audit_macros.tex,49.2,B,Phase 2,verdict-dependent (judge)
\evpLLMJudgeBayes,evidence_pack/audit/audit_macros.tex,0.436,B,Phase 4,verdict-dependent (judge)
\evpLLMJudgeFAPct,evidence_pack/audit/audit_macros.tex,1.7,B,Phase 3,verdict-dependent (fa)
\auditRedundantTau,evidence_pack/audit/audit_macros.tex,1.000,B,Phase 3,verdict-dependent (audit)
\auditNDistinctEvaluators,evidence_pack/audit/audit_macros.tex,5,B,Phase 3,verdict-dependent (audit)
\auditDetLossDxEM,evidence_pack/audit/audit_macros.tex,100.0,B,Phase 3,verdict-dependent (audit)
\auditDetLossACProxy,evidence_pack/audit/audit_macros.tex,65.3,B,Phase 3,verdict-dependent (audit)
\auditDetLossMABProxy,evidence_pack/audit/audit_macros.tex,43.9,B,Phase 3,verdict-dependent (audit)
\auditDetLossCTwo,evidence_pack/audit/audit_macros.tex,44.7,B,Phase 3,verdict-dependent (ctwo)
\auditDetLossACov,evidence_pack/audit/audit_macros.tex,65.3,B,Phase 3,verdict-dependent (audit)
\bayesErrRowMeanTerm,evidence_pack/audit/bayes_matrix_derived_macros.tex,0.1924,B,Phase 3,verdict-dependent (term)
\bayesErrRowMeanAset,evidence_pack/audit/bayes_matrix_derived_macros.tex,0.0334,B,Phase 3,verdict-dependent (mean)
\bayesErrRowMeanNord,evidence_pack/audit/bayes_matrix_derived_macros.tex,0.0084,B,Phase 3,verdict-dependent (mean)
\bayesErrRowMeanNctx,evidence_pack/audit/bayes_matrix_derived_macros.tex,0.0074,B,Phase 3,verdict-dependent (mean)
\bayesErrColMeanOmit,evidence_pack/audit/bayes_matrix_derived_macros.tex,0.1167,B,Phase 3,verdict-dependent (mean)
\bayesErrColMeanCommit,evidence_pack/audit/bayes_matrix_derived_macros.tex,0.0310,B,Phase 3,verdict-dependent (mean)
\bayesErrColMeanTime,evidence_pack/audit/bayes_matrix_derived_macros.tex,0.1118,B,Phase 3,verdict-dependent (mean)
\bayesErrColMeanSeq,evidence_pack/audit/bayes_matrix_derived_macros.tex,0.0050,B,Phase 3,verdict-dependent (mean)
\bayesErrColMeanDev,evidence_pack/audit/bayes_matrix_derived_macros.tex,0.0375,B,Phase 3,verdict-dependent (mean)
\bayesErrSharpestViolType,evidence_pack/audit/bayes_matrix_derived_macros.tex,TIMING,B,Phase 3,verdict-dependent (bayes)
\bayesErrSharpestFrom,evidence_pack/audit/bayes_matrix_derived_macros.tex,term,B,Phase 3,verdict-dependent (bayes)
\bayesErrSharpestTo,evidence_pack/audit/bayes_matrix_derived_macros.tex,aset,B,Phase 3,verdict-dependent (bayes)
\bayesErrSharpestDrop,evidence_pack/audit/bayes_matrix_derived_macros.tex,0.411,B,Phase 3,verdict-dependent (bayes)
\cSixNPairs,evidence_pack/audit/c6_selection_macros.tex,15,B,Phase 3,default (unclassified)
\cSixAuditTau,evidence_pack/audit/c6_selection_macros.tex,0.0000,B,Phase 3,verdict-dependent (audit)
\cSixAuditDist,evidence_pack/audit/c6_selection_macros.tex,3,B,Phase 3,verdict-dependent (audit)
\cSixAuditPairA,evidence_pack/audit/c6_selection_macros.tex,ac\_proxy,B,Phase 3,verdict-dependent (audit)
\cSixAuditPairB,evidence_pack/audit/c6_selection_macros.tex,dxem,B,Phase 3,verdict-dependent (audit)
\cSixSameClassMean,evidence_pack/audit/c6_selection_macros.tex,0.4729,B,Phase 3,verdict-dependent (mean)
\cSixCrossClassMean,evidence_pack/audit/c6_selection_macros.tex,0.1915,B,Phase 3,verdict-dependent (cross)
\cSixSeparation,evidence_pack/audit/c6_selection_macros.tex,true,B,Phase 3,default (unclassified)
\ensembleNPairs,evidence_pack/audit/ensemble_bsr_macros.tex,10,B,Phase 3,verdict-dependent (ensemble)
\ensembleSameAndMean,evidence_pack/audit/ensemble_bsr_macros.tex,0.4068,B,Phase 3,verdict-dependent (ensemble)
\ensembleCrossAndMean,evidence_pack/audit/ensemble_bsr_macros.tex,0.4874,B,Phase 3,verdict-dependent (cross)
\ensembleSameOrMean,evidence_pack/audit/ensemble_bsr_macros.tex,0.4661,B,Phase 3,verdict-dependent (ensemble)
\ensembleCrossOrMean,evidence_pack/audit/ensemble_bsr_macros.tex,0.4580,B,Phase 3,verdict-dependent (cross)
\ensembleSameNPairs,evidence_pack/audit/ensemble_bsr_macros.tex,2,B,Phase 3,verdict-dependent (ensemble)
\ensembleCrossNPairs,evidence_pack/audit/ensemble_bsr_macros.tex,8,B,Phase 3,verdict-dependent (cross)
\ensembleBestPairA,evidence_pack/audit/ensemble_bsr_macros.tex,ac\_proxy,B,Phase 3,verdict-dependent (ensemble)
\ensembleBestPairB,evidence_pack/audit/ensemble_bsr_macros.tex,mab\_proxy,B,Phase 3,verdict-dependent (ensemble)
\ensembleBestAndBSR,evidence_pack/audit/ensemble_bsr_macros.tex,0.3900,B,Phase 2,verdict-dependent (ensemble)
\ensembleHypothesis,evidence_pack/audit/ensemble_bsr_macros.tex,false,B,Phase 3,verdict-dependent (ensemble)
\ensembleBestIndividualBSR,evidence_pack/audit/ensemble_bsr_macros.tex,0.3975,B,Phase 2,verdict-dependent (ensemble)
\ensembleReduction,evidence_pack/audit/ensemble_bsr_macros.tex,0.0075,B,Phase 3,verdict-dependent (ensemble)
\ensembleSameAndMeanPct,evidence_pack/audit/ensemble_bsr_macros.tex,40.7,B,Phase 3,verdict-dependent (ensemble)
\ensembleCrossAndMeanPct,evidence_pack/audit/ensemble_bsr_macros.tex,48.7,B,Phase 3,verdict-dependent (cross)
\piNordFloor,evidence_pack/audit/pi_nord_witness_macros.tex,0.003,B,Phase 3,verdict-dependent (floor)
\piNordWitnessBestName,evidence_pack/audit/pi_nord_witness_macros.tex,V3\_half\_expected,B,Phase 3,verdict-dependent (witness)
\piNordWitnessBestBSR,evidence_pack/audit/pi_nord_witness_macros.tex,0.4914,B,Phase 2,verdict-dependent (witness)
\piNordWitnessBestBSRPct,evidence_pack/audit/pi_nord_witness_macros.tex,49.1,B,Phase 2,verdict-dependent (witness)
\piNordWitnessRatioToFloor,evidence_pack/audit/pi_nord_witness_macros.tex,164,B,Phase 3,verdict-dependent (witness)
\piNordWitnessGap,evidence_pack/audit/pi_nord_witness_macros.tex,0.4884,B,Phase 3,verdict-dependent (witness)
\piNordWitnessFR,evidence_pack/audit/pi_nord_witness_macros.tex,1948,B,Phase 3,verdict-dependent (witness)
\piNordWitnessFA,evidence_pack/audit/pi_nord_witness_macros.tex,5338,B,Phase 3,verdict-dependent (witness)
\piNordWitnessStrictBSR,evidence_pack/audit/pi_nord_witness_macros.tex,0.5076,B,Phase 2,verdict-dependent (witness)
\piNordWitnessNoForbiddenBSR,evidence_pack/audit/pi_nord_witness_macros.tex,0.5735,B,Phase 2,verdict-dependent (witness)
\piNordWitnessNEpisodes,evidence_pack/audit/pi_nord_witness_macros.tex,"14,826",B,Phase 3,verdict-dependent (witness)
\piAltKendallSame,evidence_pack/audit/piclass_alt_metrics_canonical6_macros.tex,0.4729,B,Phase 3,verdict-dependent (kendall)
\piAltKendallCross,evidence_pack/audit/piclass_alt_metrics_canonical6_macros.tex,0.1915,B,Phase 3,verdict-dependent (cross)
\piAltKendallGap,evidence_pack/audit/piclass_alt_metrics_canonical6_macros.tex,0.2814,B,Phase 3,verdict-dependent (kendall)
\piAltSpearmanSame,evidence_pack/audit/piclass_alt_metrics_canonical6_macros.tex,0.4729,B,Phase 3,verdict-dependent (spearman)
\piAltSpearmanCross,evidence_pack/audit/piclass_alt_metrics_canonical6_macros.tex,0.1915,B,Phase 3,verdict-dependent (cross)
\piAltSpearmanGap,evidence_pack/audit/piclass_alt_metrics_canonical6_macros.tex,0.2814,B,Phase 3,verdict-dependent (spearman)
\piAltPearsonSame,evidence_pack/audit/piclass_alt_metrics_canonical6_macros.tex,0.4729,B,Phase 3,default (unclassified)
\piAltPearsonCross,evidence_pack/audit/piclass_alt_metrics_canonical6_macros.tex,0.1915,B,Phase 3,verdict-dependent (cross)
\piAltPearsonGap,evidence_pack/audit/piclass_alt_metrics_canonical6_macros.tex,0.2814,B,Phase 3,verdict-dependent (gap)
\piAltKappaSame,evidence_pack/audit/piclass_alt_metrics_canonical6_macros.tex,0.4537,B,Phase 3,verdict-dependent (kappa)
\piAltKappaCross,evidence_pack/audit/piclass_alt_metrics_canonical6_macros.tex,0.1661,B,Phase 3,verdict-dependent (cross)
\piAltKappaGap,evidence_pack/audit/piclass_alt_metrics_canonical6_macros.tex,0.2876,B,Phase 3,verdict-dependent (kappa)
\piAltPhiSame,evidence_pack/audit/piclass_alt_metrics_canonical6_macros.tex,0.4729,B,Phase 3,verdict-dependent (hi)
\piAltPhiCross,evidence_pack/audit/piclass_alt_metrics_canonical6_macros.tex,0.1915,B,Phase 3,verdict-dependent (cross)
\piAltPhiGap,evidence_pack/audit/piclass_alt_metrics_canonical6_macros.tex,0.2814,B,Phase 3,verdict-dependent (hi)
\piAltReversalCount,evidence_pack/audit/piclass_alt_metrics_canonical6_macros.tex,0,B,Phase 3,verdict-dependent (count)
\piBsrIndepNEval,evidence_pack/audit/piclass_bsr_independence_macros.tex,19,B,Phase 2,verdict-dependent (bsr)
\piBsrIndepRho,evidence_pack/audit/piclass_bsr_independence_macros.tex,-0.1829,B,Phase 2,verdict-dependent (bsr)
\piBsrIndepRhoP,evidence_pack/audit/piclass_bsr_independence_macros.tex,0.4537,B,Phase 2,verdict-dependent (bsr)
\piBsrIndepNOverlap,evidence_pack/audit/piclass_bsr_independence_macros.tex,3,B,Phase 2,verdict-dependent (bsr)
\piBsrIndepNTotal,evidence_pack/audit/piclass_bsr_independence_macros.tex,3,B,Phase 2,verdict-dependent (bsr)
\piBsrIndepAsetMean,evidence_pack/audit/piclass_bsr_independence_macros.tex,0.5445,B,Phase 2,verdict-dependent (mean)
\piBsrIndepAsetMin,evidence_pack/audit/piclass_bsr_independence_macros.tex,0.5076,B,Phase 2,verdict-dependent (bsr)
\piBsrIndepAsetMax,evidence_pack/audit/piclass_bsr_independence_macros.tex,0.5814,B,Phase 2,verdict-dependent (bsr)
\piBsrIndepNctxMean,evidence_pack/audit/piclass_bsr_independence_macros.tex,0.3900,B,Phase 2,verdict-dependent (mean)
\piBsrIndepNctxMin,evidence_pack/audit/piclass_bsr_independence_macros.tex,0.0000,B,Phase 2,verdict-dependent (bsr)
\piBsrIndepNctxMax,evidence_pack/audit/piclass_bsr_independence_macros.tex,0.6393,B,Phase 2,verdict-dependent (bsr)
\piBsrIndepTermMean,evidence_pack/audit/piclass_bsr_independence_macros.tex,0.4808,B,Phase 2,verdict-dependent (term)
\piBsrIndepTermMin,evidence_pack/audit/piclass_bsr_independence_macros.tex,0.3975,B,Phase 2,verdict-dependent (term)
\piBsrIndepTermMax,evidence_pack/audit/piclass_bsr_independence_macros.tex,0.5161,B,Phase 2,verdict-dependent (term)
\piEvpNTotal,evidence_pack/audit/piclass_evp_expansion_macros.tex,6,B,Phase 3,default (unclassified)
\piEvpNMatch,evidence_pack/audit/piclass_evp_expansion_macros.tex,0,B,Phase 3,default (unclassified)
\piEvpNMiss,evidence_pack/audit/piclass_evp_expansion_macros.tex,6,B,Phase 3,default (unclassified)
\piHeldoutNEp,evidence_pack/audit/piclass_heldout_canonical6_macros.tex,798,B,Phase 4,verdict-dependent (heldout)
\piHeldoutSame,evidence_pack/audit/piclass_heldout_canonical6_macros.tex,0.4249,B,Phase 4,verdict-dependent (heldout)
\piHeldoutCross,evidence_pack/audit/piclass_heldout_canonical6_macros.tex,-0.0354,B,Phase 4,verdict-dependent (cross)
\piHeldoutGap,evidence_pack/audit/piclass_heldout_canonical6_macros.tex,0.4603,B,Phase 4,verdict-dependent (heldout)
\piHeldoutCoreNEp,evidence_pack/audit/piclass_heldout_canonical6_macros.tex,"14,028",B,Phase 4,verdict-dependent (heldout)
\piHeldoutCoreSame,evidence_pack/audit/piclass_heldout_canonical6_macros.tex,0.4621,B,Phase 4,verdict-dependent (heldout)
\piHeldoutCoreCross,evidence_pack/audit/piclass_heldout_canonical6_macros.tex,0.2100,B,Phase 4,verdict-dependent (cross)
\piHeldoutCoreGap,evidence_pack/audit/piclass_heldout_canonical6_macros.tex,0.2521,B,Phase 4,verdict-dependent (heldout)
\piHeldoutDelta,evidence_pack/audit/piclass_heldout_canonical6_macros.tex,+0.2082,B,Phase 4,verdict-dependent (delta)
\piMixedN,evidence_pack/audit/piclass_mixed_canonical6_macros.tex,15,B,Phase 3,default (unclassified)
\piMixedBeta,evidence_pack/audit/piclass_mixed_canonical6_macros.tex,0.2328,B,Phase 3,verdict-dependent (eta)
\piMixedSE,evidence_pack/audit/piclass_mixed_canonical6_macros.tex,0.1639,B,Phase 3,default (unclassified)
\piMixedT,evidence_pack/audit/piclass_mixed_canonical6_macros.tex,1.421,B,Phase 3,default (unclassified)
\piMixedP,evidence_pack/audit/piclass_mixed_canonical6_macros.tex,0.1790,B,Phase 3,default (unclassified)
\piMixedICC,evidence_pack/audit/piclass_mixed_canonical6_macros.tex,0.2955,B,Phase 3,default (unclassified)
\piMixedJkMean,evidence_pack/audit/piclass_mixed_canonical6_macros.tex,0.2106,B,Phase 3,verdict-dependent (mean)
\piMixedJkSd,evidence_pack/audit/piclass_mixed_canonical6_macros.tex,0.1587,B,Phase 3,default (unclassified)
\piMixedLmBeta,evidence_pack/audit/piclass_mixed_canonical6_macros.tex,0.2087,B,Phase 3,verdict-dependent (eta)
\piMixedLmSE,evidence_pack/audit/piclass_mixed_canonical6_macros.tex,0.1609,B,Phase 3,default (unclassified)
\piMixedLmP,evidence_pack/audit/piclass_mixed_canonical6_macros.tex,0.1948,B,Phase 3,default (unclassified)
\piPerDomainN,evidence_pack/audit/piclass_per_domain_canonical6_macros.tex,15,B,Phase 3,default (unclassified)
\piPerDomainMedianGap,evidence_pack/audit/piclass_per_domain_canonical6_macros.tex,0.3654,B,Phase 3,verdict-dependent (median)
\piPerDomainNReversals,evidence_pack/audit/piclass_per_domain_canonical6_macros.tex,1,B,Phase 3,verdict-dependent (reversal)
\piPerDomainMinGap,evidence_pack/audit/piclass_per_domain_canonical6_macros.tex,-0.0466,B,Phase 3,verdict-dependent (gap)
